race,stench,sound,heat,intelligence,height,weight,strength,alignment,flight,bribe
orc,37,28,10,6,328,319,2151,evil,0,
wingedrat,23,15,25,16,164,199,971,evil,1,
halfling,18,11,15,16,145,109,181,good,0,
orc,49,29,11,3,285,326,2106,evil,0,
lizard,24,18,-16,25,224,109,828,neutral,0,
lizard,21,26,-18,21,219,146,874,neutral,0,
lizard,24,16,-12,20,220,120,801,evil,0,
human,12,12,12,36,214,99,312,neutral,0,151.0
human,13,10,10,29,239,118,352,neutral,0,142.0
wingedrat,30,16,25,11,142,194,891,evil,1,
lizard,19,17,-16,22,221,132,792,neutral,0,
lizard,24,22,-26,25,230,126,778,neutral,0,
human,10,14,11,40,225,99,326,neutral,0,157.0
halfling,14,14,11,24,125,115,177,good,0,
orc,37,16,12,11,315,329,2159,evil,0,
lizard,19,17,-16,22,223,125,822,neutral,0,
halfling,16,10,11,26,109,124,178,good,0,
wingedrat,26,18,14,17,166,176,912,evil,1,
halfling,16,7,12,25,129,108,172,good,0,
halfling,17,5,16,20,117,110,168,good,0,
wingedrat,26,18,20,16,133,207,965,evil,1,
orc,43,19,10,3,322,336,2214,evil,0,
wingedrat,24,12,22,12,149,198,937,evil,1,
orc,37,31,14,10,364,360,2453,evil,0,
human,13,11,12,31,198,121,326,neutral,0,146.0
halfling,10,15,7,19,125,87,149,good,0,
wingedrat,29,16,21,14,179,194,990,evil,1,
halfling,16,8,14,20,127,109,172,good,0,
wingedrat,27,11,17,8,163,214,978,evil,1,
human,15,11,11,32,221,98,312,neutral,0,144.0
human,12,10,12,32,230,97,316,neutral,0,144.0
halfling,14,8,10,13,121,94,154,good,0,
lizard,24,21,-22,21,232,144,902,evil,0,
halfling,21,10,14,23,138,84,153,good,0,
orc,39,22,10,8,325,286,1968,evil,0,
halfling,18,11,12,22,118,93,152,good,0,
wingedrat,23,18,32,10,140,227,1091,evil,1,
halfling,15,5,11,28,111,106,161,good,0,
human,15,14,10,38,235,104,323,neutral,0,154.0
lizard,25,19,-9,21,222,106,754,evil,0,
halfling,9,10,15,29,124,119,181,good,0,
wingedrat,29,15,18,13,178,212,1079,evil,1,
human,13,9,10,33,222,104,329,neutral,0,150.0
orc,34,30,12,7,288,335,2118,evil,0,
halfling,19,9,12,17,117,100,158,good,0,
human,12,16,16,36,217,103,309,neutral,0,152.0
human,12,14,17,24,219,107,329,neutral,0,135.0
orc,53,32,10,10,342,331,2149,evil,0,
lizard,22,22,-16,27,226,109,768,neutral,0,
orc,46,27,6,11,322,305,2154,evil,0,
lizard,20,23,-17,27,215,117,757,neutral,0,
orc,32,28,5,15,354,341,2245,evil,0,
wingedrat,25,19,15,14,166,230,1120,evil,1,
human,14,12,17,25,212,98,314,neutral,0,135.0
lizard,22,25,-18,22,220,127,822,neutral,0,
human,9,7,10,38,204,106,322,neutral,0,153.0
wingedrat,32,15,20,17,154,197,921,evil,1,
halfling,14,11,15,24,126,121,184,good,0,
wingedrat,26,15,18,12,171,223,1079,evil,1,
lizard,24,20,-18,24,217,132,854,neutral,0,
halfling,16,11,13,13,130,102,167,good,0,
halfling,15,14,15,18,133,96,162,good,0,
orc,27,25,8,5,314,334,2143,evil,0,
lizard,20,15,-24,18,204,129,787,evil,0,
orc,44,24,11,10,360,320,2303,evil,0,
orc,55,29,12,10,323,310,2202,evil,0,
halfling,16,13,15,19,112,99,155,good,0,
orc,42,26,4,15,347,323,2219,evil,0,
human,14,13,10,34,227,99,318,neutral,0,145.0
lizard,21,25,-26,28,221,125,850,neutral,0,
wingedrat,24,18,19,12,154,203,994,evil,1,
human,10,13,17,23,213,102,307,neutral,0,137.0
wingedrat,27,16,24,14,167,246,1125,evil,1,
wingedrat,32,19,23,15,160,209,1051,evil,1,
wingedrat,24,10,27,9,139,208,980,evil,1,
orc,33,27,6,3,380,339,2533,evil,0,
lizard,25,23,-15,20,212,131,812,evil,0,
lizard,27,27,-11,20,214,146,871,evil,0,
human,14,13,12,27,204,112,327,neutral,0,138.0
human,12,9,9,26,221,106,330,neutral,0,136.0
halfling,16,6,14,24,132,132,198,good,0,
lizard,21,16,-14,23,207,132,831,neutral,0,
halfling,14,9,12,28,123,90,151,good,0,
lizard,22,21,-22,23,237,115,839,neutral,0,
human,13,7,9,39,205,102,299,neutral,0,152.0
lizard,22,20,-25,27,208,108,759,neutral,0,
lizard,24,20,-20,22,216,130,829,evil,0,
lizard,24,13,-20,27,225,126,859,neutral,0,
human,15,15,7,40,239,109,348,neutral,0,156.0
lizard,14,16,-17,24,208,133,765,neutral,0,
orc,39,33,7,12,343,310,2144,evil,0,
orc,34,35,7,3,360,283,2101,evil,0,
halfling,18,15,16,23,138,127,196,good,0,
halfling,16,10,10,20,115,119,176,good,0,
orc,33,18,11,6,342,327,2300,evil,0,
wingedrat,28,20,24,13,164,215,1036,evil,1,
human,16,15,11,38,216,90,300,neutral,0,150.0
orc,34,29,14,6,323,298,2044,evil,0,
wingedrat,24,15,18,6,163,248,1165,evil,1,
halfling,12,10,7,27,119,108,167,good,0,
halfling,13,12,11,23,132,118,184,good,0,
orc,38,32,9,15,313,296,1990,evil,0,
lizard,19,20,-31,21,205,137,839,neutral,0,
halfling,21,7,11,23,152,97,173,good,0,
lizard,24,21,-19,17,220,123,832,evil,0,
halfling,13,7,16,24,127,71,134,good,0,
human,14,10,13,34,227,111,332,neutral,0,149.0
lizard,21,22,-17,19,220,123,808,evil,0,
orc,34,23,4,11,315,331,2201,evil,0,
lizard,25,18,-19,25,229,142,848,neutral,0,
lizard,26,19,-17,17,210,124,848,evil,0,
orc,56,27,8,10,312,328,2186,evil,0,
halfling,15,3,10,24,144,110,182,good,0,
halfling,13,12,13,16,140,117,187,good,0,
wingedrat,28,13,24,17,151,199,949,evil,1,
orc,49,30,6,9,342,359,2399,evil,0,
orc,47,29,11,9,316,357,2408,evil,0,
orc,29,29,11,9,334,331,2222,evil,0,
lizard,19,18,-16,25,209,146,881,neutral,0,
wingedrat,30,19,20,14,161,224,1068,evil,1,
orc,45,25,10,2,355,354,2447,evil,0,
orc,40,32,4,6,361,359,2373,evil,0,
lizard,24,26,-22,15,216,152,959,evil,0,
lizard,22,21,-15,15,229,118,826,evil,0,
wingedrat,32,16,18,15,173,203,1015,evil,1,
halfling,14,11,15,23,118,78,137,good,0,
human,10,13,12,21,214,106,319,neutral,0,133.0
orc,42,31,13,8,341,311,2243,evil,0,
orc,57,30,11,6,335,316,2210,evil,0,
orc,49,22,7,8,326,285,2000,evil,0,
wingedrat,24,20,21,7,161,189,962,evil,1,
halfling,18,13,7,23,139,100,169,good,0,
orc,44,24,8,9,357,333,2318,evil,0,
lizard,23,19,-12,17,221,112,811,evil,0,
human,18,11,11,39,226,106,332,neutral,0,152.0
wingedrat,23,18,19,8,161,182,912,evil,1,
orc,44,32,12,9,326,329,2289,evil,0,
orc,46,27,12,3,325,315,2142,evil,0,
wingedrat,26,20,20,10,144,197,928,evil,1,
lizard,29,19,-7,28,219,134,849,evil,0,
orc,49,30,14,7,348,326,2285,evil,0,
orc,41,25,5,1,329,314,2113,evil,0,
lizard,16,18,-11,25,225,152,889,neutral,0,
halfling,15,10,12,23,105,67,119,good,0,
halfling,16,9,13,16,141,115,185,good,0,
lizard,21,23,-19,21,212,115,770,neutral,0,
orc,53,22,10,6,360,356,2525,evil,0,
wingedrat,25,16,25,17,159,235,1110,evil,1,
orc,55,24,6,10,340,309,2068,evil,0,
wingedrat,35,15,22,11,158,189,963,evil,1,
wingedrat,28,17,15,17,155,217,1014,evil,1,
orc,45,23,13,10,364,299,2128,evil,0,
orc,35,25,6,6,342,367,2360,evil,0,
halfling,16,14,10,20,120,111,171,good,0,
orc,36,28,4,12,369,328,2178,evil,0,
lizard,23,25,-19,31,233,111,792,neutral,0,
human,17,12,14,35,210,117,335,neutral,0,149.0
orc,44,22,14,12,324,346,2253,evil,0,
human,9,14,11,41,226,118,348,neutral,0,157.0
human,8,11,15,31,213,95,311,neutral,0,147.0
lizard,25,20,-16,25,201,100,659,neutral,0,
orc,49,21,9,11,360,299,2149,evil,0,
human,12,11,11,35,215,103,316,neutral,0,149.0
lizard,18,12,-17,13,216,130,840,evil,0,
halfling,14,9,16,24,160,127,207,good,0,
orc,45,30,8,9,354,307,2194,evil,0,
human,13,12,13,33,229,113,345,neutral,0,145.0
lizard,19,24,-17,25,230,134,899,neutral,0,
halfling,13,4,12,18,132,90,156,good,0,
wingedrat,31,18,20,12,139,207,957,evil,1,
human,10,10,13,34,206,112,326,neutral,0,147.0
orc,47,21,7,13,342,318,2212,evil,0,
wingedrat,27,11,24,12,146,222,1029,evil,1,
halfling,18,9,15,24,109,101,155,good,0,
halfling,18,9,15,17,127,77,140,good,0,
halfling,16,9,10,17,156,124,202,good,0,
orc,41,20,12,6,341,325,2328,evil,0,
halfling,16,4,11,23,124,74,136,good,0,
orc,37,19,7,7,339,312,2213,evil,0,
halfling,13,13,8,28,133,81,147,good,0,
wingedrat,26,14,28,11,136,223,1020,evil,1,
human,12,9,11,33,220,100,321,neutral,0,144.0
orc,38,20,6,14,322,338,2243,evil,0,
wingedrat,21,15,22,14,175,223,1097,evil,1,
wingedrat,28,11,22,14,152,192,883,evil,1,
human,14,11,14,25,213,93,294,neutral,0,136.0
orc,46,28,10,12,349,320,2258,evil,0,
lizard,21,19,-23,20,215,127,804,evil,0,
halfling,12,11,8,26,127,75,138,good,0,
lizard,17,17,-22,15,227,127,806,evil,0,
lizard,14,20,-22,29,207,134,855,neutral,0,
orc,35,14,6,4,289,338,2214,evil,0,
human,15,6,10,30,221,95,318,neutral,0,137.0
halfling,14,7,12,22,130,113,178,good,0,
human,9,8,15,36,222,106,328,neutral,0,149.0
lizard,29,14,-12,22,212,116,769,evil,0,
human,7,8,15,29,210,105,326,neutral,0,143.0
orc,41,21,10,5,313,322,2104,evil,0,
lizard,15,22,-13,23,230,120,805,neutral,0,
orc,43,20,11,7,343,330,2277,evil,0,
halfling,14,10,11,17,106,112,165,good,0,
wingedrat,23,18,21,12,154,180,911,evil,1,
wingedrat,20,14,19,9,153,197,944,evil,1,
orc,48,29,13,6,349,319,2291,evil,0,
lizard,22,12,-17,18,213,118,786,evil,0,
halfling,17,10,9,21,156,90,168,good,0,
wingedrat,33,15,19,13,151,182,935,evil,1,
halfling,9,10,11,19,137,109,177,good,0,
lizard,18,24,-11,28,228,119,821,neutral,0,
lizard,18,22,-18,28,218,129,831,neutral,0,
orc,41,31,6,6,343,351,2326,evil,0,
wingedrat,25,15,22,9,164,233,1093,evil,1,
human,14,12,11,32,218,107,323,neutral,0,142.0
wingedrat,31,21,21,8,151,211,1014,evil,1,
orc,54,29,11,7,312,302,2046,evil,0,
human,11,16,16,31,188,110,313,neutral,0,141.0
orc,42,29,12,3,350,325,2256,evil,0,
orc,56,20,9,4,362,312,2235,evil,0,
wingedrat,26,11,25,14,162,215,1045,evil,1,
human,17,15,13,38,220,121,344,neutral,0,153.0
lizard,22,21,-26,23,211,129,808,neutral,0,
human,12,9,14,33,219,111,332,neutral,0,147.0
halfling,15,10,11,15,136,101,169,good,0,
human,10,11,10,31,205,110,322,neutral,0,145.0
orc,31,29,6,6,352,339,2329,evil,0,
orc,51,25,13,6,331,344,2221,evil,0,
lizard,17,20,-16,29,215,132,857,neutral,0,
orc,45,31,14,11,351,329,2300,evil,0,
lizard,21,25,-15,21,205,107,758,neutral,0,
human,10,16,10,30,226,117,352,neutral,0,146.0
wingedrat,32,20,23,16,161,194,921,evil,1,
lizard,24,19,-14,26,213,135,864,neutral,0,
lizard,24,20,-21,24,209,110,792,neutral,0,
lizard,19,25,-21,21,208,154,948,neutral,0,
human,13,13,11,38,220,87,309,neutral,0,155.0
orc,60,32,8,9,359,345,2296,evil,0,
orc,56,27,12,5,339,312,2035,evil,0,
halfling,15,13,3,17,128,127,191,good,0,
wingedrat,23,14,27,11,155,213,961,evil,1,
wingedrat,22,8,14,11,155,239,1067,evil,1,
halfling,18,11,14,31,157,87,165,good,0,
halfling,14,13,13,17,108,110,164,good,0,
orc,45,29,11,10,341,353,2325,evil,0,
human,17,10,10,38,226,107,328,neutral,0,152.0
human,12,12,10,34,226,103,323,neutral,0,151.0
wingedrat,26,19,33,11,170,208,1022,evil,1,
halfling,11,7,12,20,123,150,211,good,0,
halfling,17,14,12,27,124,102,164,good,0,
human,17,13,12,30,222,110,339,neutral,0,141.0
lizard,14,24,-21,14,221,123,808,neutral,0,
human,12,11,10,35,228,113,331,neutral,0,148.0
orc,58,23,11,9,341,350,2314,evil,0,
orc,45,28,14,7,345,289,2009,evil,0,
wingedrat,20,10,23,8,172,200,949,evil,1,
lizard,21,24,-11,19,215,136,897,evil,0,
human,10,17,10,36,222,118,345,neutral,0,150.0
wingedrat,23,19,20,15,155,208,1016,evil,1,
halfling,20,10,15,25,142,90,161,good,0,
halfling,12,8,18,27,136,111,179,good,0,
human,16,11,10,34,236,111,334,neutral,0,143.0
orc,44,26,13,13,319,343,2246,evil,0,
wingedrat,24,17,24,15,162,182,872,evil,1,
wingedrat,24,18,18,12,154,190,920,evil,1,
human,7,13,10,37,212,95,308,neutral,0,154.0
wingedrat,23,15,31,15,158,229,1074,evil,1,
halfling,18,6,14,23,122,119,180,good,0,
lizard,20,14,-21,18,218,111,772,evil,0,
human,13,15,12,29,220,104,319,neutral,0,144.0
halfling,16,10,11,23,137,124,192,good,0,
wingedrat,28,12,17,16,148,172,904,evil,1,
orc,45,34,9,12,344,312,2117,evil,0,
wingedrat,32,14,17,15,162,216,1107,evil,1,
wingedrat,27,18,25,13,159,185,917,evil,1,
human,15,12,13,25,206,108,316,neutral,0,135.0
wingedrat,23,17,20,12,152,173,903,evil,1,
wingedrat,30,17,23,14,171,187,928,evil,1,
human,8,13,17,27,220,101,309,neutral,0,140.0
wingedrat,27,11,23,15,145,195,956,evil,1,
halfling,17,13,13,20,112,96,152,good,0,
human,10,12,9,27,212,92,284,neutral,0,139.0
human,12,12,11,34,226,97,318,neutral,0,146.0
wingedrat,33,19,15,17,138,197,933,evil,1,
human,17,10,11,29,216,94,307,neutral,0,139.0
human,10,13,9,28,219,117,342,neutral,0,138.0
orc,46,20,7,0,357,362,2532,evil,0,
wingedrat,24,14,21,7,143,236,1110,evil,1,
wingedrat,28,13,27,8,160,211,1031,evil,1,
lizard,17,23,-15,23,220,115,755,neutral,0,
lizard,22,20,-22,21,231,137,875,evil,0,
lizard,26,21,-18,18,224,95,750,evil,0,
halfling,14,7,15,19,109,86,140,good,0,
halfling,14,10,13,25,109,102,156,good,0,
lizard,21,12,-18,28,232,133,832,neutral,0,
halfling,15,11,8,25,149,118,192,good,0,
lizard,21,19,-14,22,203,124,731,neutral,0,
human,13,8,14,37,209,120,344,neutral,0,149.0
orc,40,25,6,6,347,349,2285,evil,0,
human,6,11,13,40,214,100,303,neutral,0,157.0
human,9,5,13,24,215,105,317,neutral,0,137.0
orc,45,33,11,7,356,329,2327,evil,0,
halfling,16,11,13,26,145,90,162,good,0,
orc,43,29,6,2,358,304,2189,evil,0,
wingedrat,26,17,22,14,184,186,1009,evil,1,
lizard,23,19,-18,23,197,122,806,neutral,0,
wingedrat,27,20,28,17,161,177,879,evil,1,
wingedrat,28,18,25,13,142,190,948,evil,1,
human,8,5,14,29,200,104,309,neutral,0,142.0
orc,43,19,17,11,345,296,2030,evil,0,
orc,60,35,12,9,340,303,2154,evil,0,
wingedrat,26,11,25,12,159,158,849,evil,1,
human,12,14,15,42,231,103,329,neutral,0,159.0
human,13,8,16,27,228,116,353,neutral,0,135.0
halfling,17,6,11,23,115,120,177,good,0,
wingedrat,28,14,32,15,148,193,940,evil,1,
orc,54,20,5,4,352,309,2153,evil,0,
wingedrat,31,6,23,11,163,182,938,evil,1,
wingedrat,21,4,25,6,146,225,1027,evil,1,
human,11,14,11,38,233,106,336,neutral,0,155.0
wingedrat,25,17,20,16,153,227,1033,evil,1,
halfling,14,13,15,24,144,128,200,good,0,
wingedrat,16,9,30,10,148,193,934,evil,1,
lizard,21,15,-16,17,223,140,881,evil,0,
human,12,12,15,28,203,104,307,neutral,0,139.0
orc,36,19,8,5,321,303,2142,evil,0,
human,9,13,13,27,236,99,320,neutral,0,142.0
wingedrat,28,7,19,10,159,173,865,evil,1,
lizard,22,13,-19,23,210,121,727,neutral,0,
lizard,26,17,-21,25,215,124,831,evil,0,
lizard,19,17,-23,24,221,127,796,neutral,0,
human,13,11,10,30,206,93,299,neutral,0,145.0
wingedrat,27,12,27,14,132,199,950,evil,1,
halfling,21,8,14,24,111,81,136,good,0,
lizard,16,17,-15,20,208,115,788,neutral,0,
lizard,30,25,-27,18,223,137,843,evil,0,
orc,47,29,13,10,351,376,2514,evil,0,
wingedrat,26,16,31,13,141,190,932,evil,1,
human,8,10,11,30,212,96,299,neutral,0,142.0
human,11,10,13,37,217,87,327,neutral,0,154.0
halfling,20,12,16,14,98,73,122,good,0,
lizard,27,22,-22,21,215,120,839,evil,0,
lizard,19,25,-14,24,228,132,819,neutral,0,
orc,53,31,12,4,338,304,2189,evil,0,
halfling,14,7,8,21,113,123,179,good,0,
halfling,13,15,15,19,126,109,172,good,0,
orc,51,22,6,6,354,366,2399,evil,0,
wingedrat,31,19,17,7,169,203,1027,evil,1,
human,16,16,18,27,204,115,317,neutral,0,141.0
human,10,10,14,35,212,104,320,neutral,0,149.0
wingedrat,23,12,26,9,148,201,973,evil,1,
orc,63,27,12,9,310,293,1998,evil,0,
wingedrat,32,12,22,14,156,197,969,evil,1,
lizard,26,26,-15,22,235,126,871,evil,0,
human,7,9,15,34,218,92,296,neutral,0,150.0
halfling,20,7,12,25,133,89,155,good,0,
orc,47,27,12,7,339,338,2294,evil,0,
halfling,11,12,10,21,124,85,147,good,0,
lizard,22,22,-21,19,228,118,826,evil,0,
orc,35,30,9,10,354,349,2328,evil,0,
lizard,22,20,-21,23,218,105,716,neutral,0,
lizard,25,22,-18,29,212,116,770,neutral,0,
wingedrat,36,14,23,15,153,202,948,evil,1,
halfling,10,10,13,21,124,98,160,good,0,
human,14,12,17,32,240,105,330,neutral,0,144.0
human,10,13,13,28,226,98,311,neutral,0,143.0
halfling,13,13,15,19,119,99,158,good,0,
wingedrat,28,14,21,7,170,193,994,evil,1,
orc,44,26,7,6,331,329,2214,evil,0,
human,15,9,14,30,219,104,320,neutral,0,138.0
human,15,11,15,38,219,122,344,neutral,0,155.0
lizard,27,21,-17,15,223,107,758,evil,0,
wingedrat,32,14,29,10,149,196,929,evil,1,
wingedrat,30,15,21,14,146,187,912,evil,1,
halfling,14,10,17,22,108,91,145,good,0,
human,4,12,12,38,223,116,348,neutral,0,155.0
human,10,16,7,29,203,93,276,neutral,0,140.0
halfling,15,10,11,22,141,132,202,good,0,
wingedrat,23,10,25,9,169,230,1137,evil,1,
human,9,9,9,34,214,107,325,neutral,0,149.0
orc,58,25,10,13,325,338,2232,evil,0,
halfling,17,7,12,29,118,108,167,good,0,
human,14,3,12,30,221,116,350,neutral,0,141.0
halfling,16,7,12,22,123,89,150,good,0,
human,12,12,8,31,212,112,321,neutral,0,143.0
human,17,15,16,37,216,98,303,neutral,0,154.0
human,13,14,14,34,230,108,344,neutral,0,149.0
halfling,11,12,11,18,114,100,157,good,0,
orc,54,20,8,7,322,337,2259,evil,0,
wingedrat,23,15,20,13,153,227,1068,evil,1,
orc,35,24,7,7,312,354,2269,evil,0,
halfling,16,14,11,26,148,112,186,good,0,
wingedrat,30,14,18,11,158,203,978,evil,1,
wingedrat,27,20,20,15,158,183,939,evil,1,
wingedrat,18,13,26,12,132,210,939,evil,1,
wingedrat,22,18,23,12,152,211,1011,evil,1,
orc,49,32,9,11,317,307,2142,evil,0,
wingedrat,33,14,29,13,153,210,1040,evil,1,
wingedrat,31,12,18,15,168,224,1079,evil,1,
halfling,14,12,16,24,115,103,160,good,0,
lizard,23,16,-15,25,201,116,797,neutral,0,
halfling,16,10,13,22,136,134,202,good,0,
lizard,26,20,-15,23,204,116,739,evil,0,
orc,57,32,10,11,331,318,2186,evil,0,
lizard,24,21,-14,23,227,117,787,evil,0,
lizard,21,22,-17,25,221,122,811,neutral,0,
orc,43,19,15,3,348,314,2127,evil,0,
orc,34,31,8,11,330,345,2320,evil,0,
orc,53,29,6,12,321,342,2290,evil,0,
halfling,16,12,14,22,131,124,189,good,0,
halfling,16,11,12,21,119,106,165,good,0,
lizard,26,20,-11,15,217,136,844,evil,0,
human,11,11,10,23,256,102,348,neutral,0,136.0
orc,47,22,9,9,349,291,2084,evil,0,
wingedrat,33,21,17,18,147,196,972,evil,1,
orc,50,29,9,7,305,355,2383,evil,0,
orc,49,24,10,3,369,361,2519,evil,0,
wingedrat,31,11,19,13,152,222,1055,evil,1,
lizard,22,21,-23,21,215,139,864,evil,0,
lizard,21,17,-20,22,237,144,882,neutral,0,
halfling,13,5,12,29,121,106,166,good,0,
halfling,16,10,10,23,146,87,160,good,0,
wingedrat,37,14,28,15,143,216,942,evil,1,
wingedrat,36,12,24,10,154,208,964,evil,1,
lizard,26,20,-17,27,215,137,862,neutral,0,
orc,43,26,11,13,314,329,2155,evil,0,
wingedrat,21,16,22,14,174,194,925,evil,1,
human,11,9,13,28,231,99,316,neutral,0,140.0
human,5,15,15,27,218,105,315,neutral,0,140.0
lizard,25,20,-17,26,205,125,807,neutral,0,
orc,47,27,8,9,319,312,2184,evil,0,
orc,51,32,12,10,325,326,2189,evil,0,
lizard,20,16,-19,23,224,122,839,neutral,0,
wingedrat,24,16,30,10,169,186,943,evil,1,
orc,50,27,8,10,335,357,2303,evil,0,
lizard,18,20,-20,20,213,134,850,neutral,0,
wingedrat,29,16,23,16,150,205,997,evil,1,
lizard,19,21,-12,31,198,124,762,neutral,0,
orc,63,29,7,12,361,302,2199,evil,0,
lizard,18,15,-18,26,221,137,829,neutral,0,
halfling,18,12,15,23,138,95,164,good,0,
lizard,21,17,-15,23,227,134,845,neutral,0,
lizard,26,21,-21,22,203,128,762,evil,0,
human,12,16,8,32,225,107,343,neutral,0,148.0
lizard,25,25,-19,25,231,111,771,neutral,0,
halfling,18,8,9,29,103,123,174,good,0,
human,8,12,9,32,237,101,349,neutral,0,146.0
orc,61,25,6,4,352,340,2349,evil,0,
wingedrat,30,21,20,10,170,178,934,evil,1,
human,14,12,15,36,198,111,313,neutral,0,146.0
orc,47,24,16,12,312,315,2063,evil,0,
lizard,23,20,-19,21,229,127,836,evil,0,
human,8,13,8,39,206,106,328,neutral,0,158.0
orc,52,25,8,11,297,325,2257,evil,0,
wingedrat,24,13,26,9,145,188,876,evil,1,
orc,45,34,4,10,338,328,2256,evil,0,
halfling,10,13,14,26,137,110,178,good,0,
human,9,12,10,26,229,98,317,neutral,0,141.0
wingedrat,24,15,27,8,150,214,1000,evil,1,
halfling,7,10,9,26,146,96,169,good,0,
halfling,17,10,11,24,118,129,188,good,0,
halfling,15,6,12,22,120,80,140,good,0,
halfling,10,7,13,17,135,102,169,good,0,
human,11,11,17,29,222,94,312,neutral,0,142.0
halfling,14,13,17,17,127,108,171,good,0,
halfling,21,16,12,28,116,110,168,good,0,
wingedrat,36,15,20,12,162,225,1075,evil,1,
human,11,13,17,38,208,110,334,neutral,0,155.0
halfling,16,11,16,17,147,100,173,good,0,
lizard,16,23,-24,17,227,108,749,neutral,0,
wingedrat,24,16,25,17,159,205,958,evil,1,
lizard,22,16,-24,21,204,123,741,evil,0,
halfling,19,10,8,25,133,132,198,good,0,
human,14,15,6,38,231,123,343,neutral,0,154.0
human,10,9,7,26,188,94,274,neutral,0,138.0
lizard,28,17,-18,22,209,138,842,evil,0,
orc,57,30,12,6,327,304,2084,evil,0,
wingedrat,28,15,23,13,169,227,1006,evil,1,
wingedrat,27,10,20,14,144,216,978,evil,1,
halfling,14,7,12,27,156,103,181,good,0,
wingedrat,31,15,21,10,135,212,979,evil,1,
wingedrat,25,6,24,16,167,222,1090,evil,1,
lizard,22,16,-12,19,217,114,759,evil,0,
orc,51,26,14,9,352,310,2185,evil,0,
halfling,18,14,11,21,129,63,127,good,0,
lizard,20,20,-16,20,220,119,795,neutral,0,
wingedrat,19,15,23,17,184,218,1093,evil,1,
wingedrat,23,22,22,15,164,201,983,evil,1,
wingedrat,24,17,14,10,163,210,1005,evil,1,
wingedrat,27,14,25,15,169,147,811,evil,1,
lizard,22,18,-13,25,226,111,800,neutral,0,
orc,38,34,8,12,363,329,2280,evil,0,
wingedrat,17,12,34,10,168,222,1090,evil,1,
orc,40,30,10,6,306,281,1941,evil,0,
orc,40,27,11,5,350,332,2258,evil,0,
halfling,10,5,11,29,107,123,176,good,0,
wingedrat,28,15,19,5,145,185,945,evil,1,
lizard,20,20,-15,27,194,137,815,neutral,0,
lizard,27,12,-20,23,226,129,840,evil,0,
wingedrat,22,16,21,10,134,174,862,evil,1,
lizard,27,23,-19,20,204,130,830,evil,0,
lizard,21,22,-22,30,232,137,867,neutral,0,
wingedrat,19,9,19,11,148,195,954,evil,1,
orc,56,22,4,7,333,291,2047,evil,0,
orc,55,20,13,11,341,344,2300,evil,0,
lizard,25,17,-17,23,215,127,799,evil,0,
halfling,18,15,16,20,151,99,174,good,0,
wingedrat,33,14,18,8,181,220,1097,evil,1,
halfling,16,6,9,26,121,113,173,good,0,
wingedrat,28,18,22,14,163,202,1002,evil,1,
lizard,24,23,-11,26,219,99,727,neutral,0,
orc,62,36,10,10,358,330,2181,evil,0,
human,12,5,14,33,234,95,310,neutral,0,151.0
lizard,24,20,-17,29,230,139,954,neutral,0,
human,15,14,11,27,198,109,325,neutral,0,140.0
orc,46,25,9,6,293,298,1983,evil,0,
wingedrat,34,14,21,16,143,246,1124,evil,1,
orc,47,36,7,9,325,273,1930,evil,0,
halfling,12,12,13,19,137,86,154,good,0,
orc,39,25,13,11,311,310,2082,evil,0,
orc,48,28,10,10,326,307,2079,evil,0,
lizard,22,14,-19,23,212,129,752,neutral,0,
wingedrat,24,16,18,18,158,200,984,evil,1,
lizard,24,18,-20,26,204,131,802,neutral,0,
lizard,25,19,-24,24,228,129,820,evil,0,
wingedrat,30,17,26,8,156,201,1020,evil,1,
halfling,22,14,16,29,122,118,179,good,0,
wingedrat,30,14,27,15,169,246,1145,evil,1,
human,13,14,9,34,220,111,330,neutral,0,148.0
wingedrat,18,16,24,15,153,202,952,evil,1,
wingedrat,30,9,18,7,163,221,1093,evil,1,
wingedrat,28,18,31,7,172,227,1032,evil,1,
wingedrat,28,16,18,9,174,223,1070,evil,1,
halfling,19,9,11,26,130,121,186,good,0,
lizard,18,23,-25,22,222,133,878,neutral,0,
lizard,22,17,-11,17,232,110,832,evil,0,
lizard,22,17,-24,27,219,112,712,neutral,0,
wingedrat,28,10,18,13,148,197,953,evil,1,
lizard,16,20,-13,16,217,142,870,neutral,0,
wingedrat,29,16,15,16,158,182,891,evil,1,
human,16,14,11,32,223,106,327,neutral,0,146.0
halfling,15,11,13,22,149,97,171,good,0,
halfling,18,11,10,20,122,114,175,good,0,
orc,45,25,8,7,337,326,2151,evil,0,
human,12,10,17,37,219,111,320,neutral,0,151.0
lizard,24,22,-13,22,229,127,845,evil,0,
halfling,19,9,14,19,150,111,186,good,0,
orc,37,35,11,11,348,351,2339,evil,0,
human,16,13,8,44,213,87,288,neutral,0,160.0
human,15,17,8,28,239,112,337,neutral,0,142.0
wingedrat,20,16,28,14,145,164,823,evil,1,
halfling,12,10,15,19,131,114,179,good,0,
human,12,12,13,33,228,103,328,neutral,0,147.0
wingedrat,36,9,30,9,160,240,1096,evil,1,
lizard,18,26,-13,19,217,111,741,neutral,0,
lizard,19,16,-21,30,212,127,819,neutral,0,
orc,36,30,14,4,325,315,2123,evil,0,
lizard,21,10,-11,24,216,123,777,neutral,0,
wingedrat,29,18,23,12,145,235,1080,evil,1,
